f0v0|disp|0.000402096052412907
f0v1|disp|0.0
f0v2|disp|0.0
f0v3|disp|1.06677608352021e-06
f0v4|disp|2.92058129090659e-11
f0v5|disp|0.00040284188670706
f0v6|disp|0.0
f0v7|disp|0.000176830148382967
f0v8|disp|1.32030992715944e-06
f0v9|disp|7.3600991305574e-05
f1v0|disp|9.08861074463608e-09
f1v1|disp|1.84571654832104e-05
f1v2|disp|0.0
f1v3|disp|1.19324068584651e-07
f1v4|disp|6.01492036060063e-06
f1v5|disp|1.99983270807475e-08
f1v6|disp|3.48137453506524e-07
f1v7|disp|9.17694456986073e-09
f1v8|disp|3.01360179307915e-06
f1v9|disp|5.99747167043492e-09
f2v0|disp|2.34637847810628e-10
f2v1|disp|0.0
f2v2|disp|6.45702854817291e-09
f2v3|disp|0.0
f2v4|disp|0.0
f2v5|disp|1.91508411713902e-08
f2v6|disp|0.0
f2v7|disp|1.49394808199397e-10
f2v8|disp|1.4231144660013e-08
f2v9|disp|0.0
f3v0|disp|3.04747139724109e-06
f3v1|disp|8.44212059616522e-08
f3v2|disp|0.0
f3v3|disp|5.49565267818726e-05
f3v4|disp|1.45812580721009e-06
f3v5|disp|3.7132836011248e-05
f3v6|disp|1.06935098372264e-08
f3v7|disp|6.17937646742207e-05
f3v8|disp|8.44044210467483e-05
f3v9|disp|6.27929677011667e-06
f4v0|disp|7.39355288521872e-09
f4v1|disp|6.68304169179292e-06
f4v2|disp|1.80543300924934e-11
f4v3|disp|1.8002971614428e-06
f4v4|disp|0.00010626876940291
f4v5|disp|2.87953429478091e-08
f4v6|disp|1.63114668220293e-06
f4v7|disp|3.312261634919e-08
f4v8|disp|0.000108539916826833
f4v9|disp|7.91930100862488e-09
f5v0|disp|0.00039554547496079
f5v1|disp|1.18259916835184e-10
f5v2|disp|1.27933781905449e-08
f5v3|disp|4.32020446279793e-05
f5v4|disp|2.22398782434437e-09
f5v5|disp|0.000900533300302949
f5v6|disp|8.78172114352143e-11
f5v7|disp|0.000549605629920275
f5v8|disp|0.000122618991029113
f5v9|disp|0.000132112466611145
f6v0|disp|6.63101883713018e-10
f6v1|disp|3.76753427320417e-07
f6v2|disp|0.0
f6v3|disp|1.82853642503702e-08
f6v4|disp|1.58313653833898e-06
f6v5|disp|3.27853018997741e-09
f6v6|disp|3.83563421134675e-07
f6v7|disp|5.17831774299018e-09
f6v8|disp|1.10250544131769e-06
f6v9|disp|1.1761491401504e-09
f7v0|disp|0.000171225427895156
f7v1|disp|1.71654155481439e-10
f7v2|disp|0.0
f7v3|disp|7.16424168873143e-05
f7v4|disp|3.26368054703726e-09
f7v5|disp|0.000546411888012683
f7v6|disp|2.92146746775016e-10
f7v7|disp|0.000599770794019844
f7v8|disp|9.5281477221369e-05
f7v9|disp|0.000111513953027111
f8v0|disp|4.58941481921334e-06
f8v1|disp|3.01575041805196e-06
f8v2|disp|2.5739585855625e-08
f8v3|disp|8.16034305340187e-05
f8v4|disp|0.000109659151904078
f8v5|disp|0.000105102431945883
f8v6|disp|1.1204320928634e-06
f8v7|disp|8.39039349720999e-05
f8v8|disp|0.00111932480896323
f8v9|disp|3.8487068464185e-06
f9v0|disp|7.38773481591108e-05
f9v1|disp|0.0
f9v2|disp|0.0
f9v3|disp|5.86690435123299e-06
f9v4|disp|2.95491506042042e-11
f9v5|disp|0.00013746354448132
f9v6|disp|0.0
f9v7|disp|0.000118276042977707
f9v8|disp|1.96659607339711e-06
f9v9|disp|6.1602479878584e-05
f0v0|max|0.0843028825198665
f0v1|max|0.0
f0v2|max|0.0
f0v3|max|0.0074056765851963
f0v4|max|6.34871398794703e-05
f0v5|max|0.0744038565571711
f0v6|max|0.0
f0v7|max|0.052008806993759
f0v8|max|0.00773184941262125
f0v9|max|0.0401803755237125
f1v0|max|0.000788197284338897
f1v1|max|0.0425895769923863
f1v2|max|0.0
f1v3|max|0.00245316070563976
f1v4|max|0.0205681802287278
f1v5|max|0.00148122635889415
f1v6|max|0.00532897430367528
f1v7|max|0.000928772817041991
f1v8|max|0.0158085796985678
f1v9|max|0.000743095295679464
f2v0|max|0.000179949293625063
f2v1|max|0.0
f2v2|max|0.000937888427933392
f2v3|max|0.0
f2v4|max|0.0
f2v5|max|0.00160215426123568
f2v6|max|0.0
f2v7|max|0.000143588237759064
f2v8|max|0.00132583049415201
f2v9|max|0.0
f3v0|max|0.012244672993068
f3v1|max|0.0019315617992983
f3v2|max|0.0
f3v3|max|0.0409647552879621
f3v4|max|0.00970913385141756
f3v5|max|0.0308711351074409
f3v6|max|0.00092501478923481
f3v7|max|0.0394675525505195
f3v8|max|0.0602664457140748
f3v9|max|0.013261530657798
f4v0|max|0.000541615388573483
f4v1|max|0.0212743390456673
f4v2|max|4.99162328826128e-05
f4v3|max|0.0116737216681476
f4v4|max|0.0728972358272805
f4v5|max|0.00103324033571327
f4v6|max|0.0105277440419758
f4v7|max|0.00159248688274598
f4v8|max|0.0710298177771488
f4v9|max|0.000741000823864718
f5v0|max|0.074036682181788
f5v1|max|0.000127752644127108
f5v2|max|0.0012930742009552
f5v3|max|0.03239248136093
f5v4|max|0.000447963865307302
f5v5|max|0.0997180925774751
f5v6|max|0.000110088241392301
f5v7|max|0.0892612619822937
f5v8|max|0.0480955036120297
f5v9|max|0.0515513210647604
f6v0|max|0.000244957168874012
f6v1|max|0.00581240210937985
f6v2|max|0.0
f6v3|max|0.000828331154574957
f6v4|max|0.0102554261207784
f6v5|max|0.000554367881479006
f6v6|max|0.00482906402205012
f6v7|max|0.00077842149484403
f6v8|max|0.00830119123127251
f6v9|max|0.000349224221683389
f7v0|max|0.0519582313412261
f7v1|max|0.000126511626101273
f7v2|max|0.0
f7v3|max|0.0409621059110538
f7v4|max|0.000519971047349779
f7v5|max|0.0892440604561691
f7v6|max|0.000153988264440496
f7v7|max|0.0923728056429904
f7v8|max|0.042964423703525
f7v9|max|0.050294187791149
f8v0|max|0.0149154305239518
f8v1|max|0.0158801678160429
f8v2|max|0.00182591919625447
f8v3|max|0.06060672647114
f8v4|max|0.0711267266340454
f8v5|max|0.0448903916190925
f8v6|max|0.00856832532567482
f8v7|max|0.0430088359825672
f8v8|max|0.0995867768595044
f8v9|max|0.0108337681880954
f9v0|max|0.040883008490739
f9v1|max|0.0
f9v2|max|0.0
